molregno,n_records,n_assays,n_docs,n_types,pref_name,inchikey
2967840,9,3,3,3,,BZDVHQGBESBFIO-UHFFFAOYSA-N
2966112,9,3,3,3,,HWOTXGFQJDVNBG-UHFFFAOYSA-N
2963423,9,1,1,3,,KHQVMLDUIZSQBJ-UHFFFAOYSA-N
3004352,9,3,3,3,,YHADIJUTOZILKY-CMJOXMDJSA-N
3003269,9,3,3,3,,ANMSOARYIIUEQS-UHFFFAOYSA-N
3003132,9,3,3,3,,FIMZNQUQEXSZGK-UHFFFAOYSA-N
3002144,9,3,3,3,,LUODNKWFGRJVEH-UHFFFAOYSA-N
3269808,9,3,3,3,,KOEISVHAQNJVEX-UHFFFAOYSA-N
3268200,9,3,3,3,,AYEKDICMTFVKOQ-PUAOIOHZSA-N
3268180,9,3,3,3,,AZAHWWKMQDSNOA-XHCCPWGMSA-N
3271686,9,3,3,3,,OTBYGSVELWVBBB-VOIUYBSRSA-N
3182552,9,3,3,3,,NXEDZKAQYWQSQZ-IQMFZBJNSA-N
3176656,9,3,3,3,,FYGHYLSMAUZDLK-WAIKUNEKSA-N
3208144,9,3,3,3,,QKFUYFJFULHFGA-WAIKUNEKSA-N
3171594,9,3,3,3,,AHJHVDUYHAGZRS-IQMFZBJNSA-N
3269946,9,3,3,3,,OLLWXMDGFDGOBR-UHFFFAOYSA-N
2977350,9,3,3,3,,WEBMNFBVPLSXNC-SGANQWHYSA-N
2977281,9,3,3,3,,VOVDYLDLHTVHRH-UHFFFAOYSA-N
2974932,9,3,3,3,,QKMLVXYNPFRPDX-DSNGTPCMSA-N
2972361,9,3,3,3,,DGRQDOFGXGEOAF-UHFFFAOYSA-N
2972349,9,3,3,3,,JITQNKFCUIIFHE-UHFFFAOYSA-N
2972298,9,3,3,3,,BVSMFFDCBFJRGZ-UHFFFAOYSA-N
2992437,9,3,3,3,,OASZVQVLTRULBW-DNOBIOAJSA-N
137398,9,9,9,2,,OLWRVVHPJFLNPW-LSNLESRRSA-N
3190052,9,3,3,3,,YJEVVRPFVPWHRW-DNOBIOAJSA-N
3189800,9,3,3,3,,YMHAKHHOKBUDNZ-VOIUYBSRSA-N
3202707,9,1,1,3,,KUSQHMDFDNXTBT-UHFFFAOYSA-N
3187124,9,3,3,3,,BBPLJPNQLSLHBR-VOIUYBSRSA-N
3186610,9,3,3,3,,RGTKJDJBFAYXID-OYLFLEFRSA-N
3206069,9,2,2,3,,RKXNBPNEHZAEBV-UHFFFAOYSA-N
3205921,9,3,3,3,,ULJTYTLJECJHEC-CRICUBBOSA-N
3205261,9,3,3,3,,NCNJXPDTZIMJKZ-UHFFFAOYSA-N
3203355,9,3,3,3,,AIUCZZNOIPJJNM-UHFFFAOYSA-N
3184895,9,3,3,3,,XTISMUCMNDPXNU-WGDIFIGCSA-N
3273554,9,3,3,3,,WCXZZJFDRDQAHJ-WXTAPIANSA-N
2982976,9,3,3,3,,IDCGZCFISKMCSA-CMJOXMDJSA-N
2981751,9,3,3,3,,CENZPFDOVSYKKI-MYYSRTQBSA-N
2992253,9,3,3,3,,QVJHGBKZCZUPLJ-PUAOIOHZSA-N
2992098,9,3,3,3,,UKHODDNBDQAQSM-SBKBGZGTSA-N
2989930,9,3,3,3,,VHRKLEWIWPJKHZ-CRICUBBOSA-N
2988370,9,3,3,3,,PORUFPRURWGFMV-WGDIFIGCSA-N
2985131,9,3,3,3,,IZQYRJVVDCOJFL-UHFFFAOYSA-N
2983241,9,3,3,3,,AECNYUDGYFTMJZ-CRICUBBOSA-N
153342,9,7,7,3,ALOSETRON,JSWZEAMFRNKZNL-UHFFFAOYSA-N
574037,9,9,1,2,,QCIHJSOOSHZRET-UHFFFAOYSA-N
605,9,9,9,2,IMIPRAMINE,BCGWQEUPMDMJNV-UHFFFAOYSA-N
115,9,7,7,2,NICOTINE,SNICXCGAKADSCV-JTQLQIEISA-N
674347,8,7,2,3,BUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX-UHFFFAOYSA-N
6643,8,5,4,6,PAROXETINE,AHOUBRCZNHFOSL-YOEHRIQHSA-N
1608358,8,8,2,5,,JAQALBAETFFRFN-UHFFFAOYSA-N
27185,8,7,7,3,AMIODARONE,IYIKLHRQXLHMJQ-UHFFFAOYSA-N
146,8,7,7,3,OFLOXACIN,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
1959543,8,4,4,3,,ZMIOQWILBZBCHW-SECBINFHSA-N
1959596,8,4,4,3,,HQFWWFCJWZXHFM-SNVBAGLBSA-N
453570,8,7,7,3,NITRENDIPINE,PVHUJELLJLJGLN-UHFFFAOYSA-N
1519388,8,8,2,5,,RTXUCZCQTDIGRM-UHFFFAOYSA-N
27629,8,7,7,3,DIPHENHYDRAMINE,ZZVUWRFHKOJYTH-UHFFFAOYSA-N
2082099,8,8,1,4,,IGAPVWITXJPENZ-UHFFFAOYSA-N
111185,8,8,8,3,CETIRIZINE,ZKLPARSLTMPFCP-UHFFFAOYSA-N
1959597,8,4,4,3,,SZEYAOKHLPDWFZ-CYBMUJFWSA-N
54547,8,7,7,3,GRANISETRON,MFWNKCLOYSRHCJ-UHFFFAOYSA-N
2389894,8,8,5,2,DANUGLIPRON,HYBAKUMPISVZQP-DEOSSOPVSA-N
2853032,8,3,1,3,,KYOIGEZIXURVNO-KSTDHSDQSA-N
2856578,8,8,3,3,DASATINIB,XHXFZZNHDVTMLI-UHFFFAOYSA-N
2544675,8,8,3,4,,OVJKTOJIQGHSQP-UHFFFAOYSA-N
570147,8,7,6,3,CLARITHROMYCIN,AGOYDEPGAOXOCK-KCBOHYOISA-N
36662,8,7,7,3,CARVEDILOL,OGHNVEJMJSYVRP-UHFFFAOYSA-N
14367,8,7,7,3,CITALOPRAM,WSEQXVZVJXJVFP-UHFFFAOYSA-N
27112,7,6,5,4,PROPAFENONE,JWHAUXFOSRPERK-UHFFFAOYSA-N
5582,7,6,6,3,GLYBURIDE,ZNNLBTZKUZBEKO-UHFFFAOYSA-N
148004,7,6,6,2,MESORIDAZINE,SLVMESMUVMCQIY-UHFFFAOYSA-N
630274,7,7,3,2,CIPARGAMIN,CKLPLPZSUQEDRT-WPCRTTGESA-N
1341400,7,7,1,2,,MSECNROVNQIBOT-UHFFFAOYSA-N
1378027,7,7,1,2,ALADORIAN SODIUM,OUNBYSZUAWDKLT-UHFFFAOYSA-M
208679,7,7,7,1,AZIMILIDE,MREBEPTUUMTTIA-PCLIKHOPSA-N
1767138,7,7,4,1,,JWCUKLIKGBNEKA-WOEOTAOXSA-N
2253092,7,3,3,3,,UOMUYZXEONWAOD-SNVBAGLBSA-N
2252779,7,3,3,3,,OWGILKMONFDDTK-ZCFIWIBFSA-N
2251959,7,3,3,3,,OZKSTTVUQRWBIO-CYBMUJFWSA-N
2251936,7,3,3,3,,IQKKFYUURGEICP-MRVPVSSYSA-N
11305,7,7,6,3,VORINOSTAT,WAEXFXRVDQXREF-UHFFFAOYSA-N
11143,7,7,7,3,DISOPYRAMIDE,UVTNFZQICZKOEM-UHFFFAOYSA-N
2246217,7,3,3,3,,WVMPHKVLGBDWHJ-MRVPVSSYSA-N
333370,7,7,7,2,COCAINE,ZPUCINDJVBIVPJ-LJISPDSOSA-N
2251065,7,3,3,3,,ROHADLHITYWLQW-SECBINFHSA-N
2247934,7,3,3,3,,ZMVUVIKWZWFBIB-MRVPVSSYSA-N
2248935,7,3,3,3,,MJAOQGKUYGSDSK-SECBINFHSA-N
2247974,7,3,3,3,,DOEVSBYTUDFXBA-CYBMUJFWSA-N
2249593,7,3,3,3,,GEUWDXLPGYKMAG-CQSZACIVSA-N
2249637,7,3,3,3,,AWKTWOOCLJMRQH-SNVBAGLBSA-N
2250121,7,3,3,3,,LQGKKZYSNBYZNR-SECBINFHSA-N
2249575,7,3,3,3,,OZEMPZBRQPJERB-MRVPVSSYSA-N
2490220,7,3,3,3,,YZMMWVWLDOCLCK-CLYVBNDRSA-N
3965,7,6,5,4,PENTAMIDINE,XDRYMKDFEDOLFX-UHFFFAOYSA-N
1543376,7,7,7,2,DOLASETRON,UKTAZPQNNNJVKR-KJGYPYNMSA-N
2254945,7,3,3,3,,UFMPQBXIACFWKA-SSDOTTSWSA-N
2254646,7,3,3,3,,VKDRGGCFNJISDJ-SSDOTTSWSA-N
2253631,7,3,3,3,,DMCGPNZWXATPEH-MRVPVSSYSA-N
2251388,7,3,3,3,,VRVGLEWHAKZMDU-MRVPVSSYSA-N
2480471,7,2,2,3,,JWQMLWIDIFDPFG-UHFFFAOYSA-N
2499107,7,3,3,3,,LWSWCRMTCQGGDJ-GYCJOSAFSA-N
38727,7,6,4,3,LAMOTRIGINE,PYZRQGJRPPTADH-UHFFFAOYSA-N
2363617,7,7,1,2,,LSWUKUGWKPPXEW-SMKLPVPESA-N
2880256,7,3,3,3,,OUWDZJIZWQEYKX-DORSKGMSSA-N
3183,7,6,6,2,ONDANSETRON,FELGMEQIXOGIFQ-UHFFFAOYSA-N
573429,7,7,3,2,,GYGBXZDZUKQHJD-NNGMSXMZSA-N
588806,7,7,3,1,,ZDXWENNHTOBFEW-UHFFFAOYSA-N
27309,7,7,6,2,AZELASTINE,MBUVEWMHONZEQD-UHFFFAOYSA-N
3188807,6,2,2,3,,OURXBHWDTWTBSH-UHFFFAOYSA-N
1438524,6,6,3,2,,TXGKRVFSSHPBAJ-JKSUJKDBSA-N
2986555,6,1,1,3,,MRAZBVXMLFFLEZ-UHFFFAOYSA-N
3276657,6,2,2,3,,MQFBCPOULYPWAQ-MRXNPFEDSA-N
2978944,6,2,2,3,,MAVRQQXHKQFAMV-UHFFFAOYSA-N
2980606,6,2,2,3,,NRWRQBPXPZXDGL-UHFFFAOYSA-N
2981313,6,2,2,3,,WTTBNWBKWZDRPV-UHFFFAOYSA-N
2981400,6,2,2,3,,WMFPPBDLJCGXMI-UHFFFAOYSA-N
2982416,6,2,2,3,,ABOXKYVSSWHNON-UHFFFAOYSA-N
3188625,6,2,2,3,,YOTHGDNLEVBATQ-UHFFFAOYSA-N
3188715,6,2,2,3,,RUVXWPONRWXAMN-UHFFFAOYSA-N
3160742,6,2,2,3,,GLBIKYWGGXTOCO-UHFFFAOYSA-N
3161634,6,2,2,3,,ZMANQSXBZZYBCV-ASSNKEHSSA-N
3161655,6,2,2,3,,OVKBRTLIPKHGGE-UHFFFAOYSA-N
3163389,6,2,2,3,,LVBHPJLNQRYDTB-UHFFFAOYSA-N
1831014,6,2,1,1,,OINHUVBCKUJZAG-UHFFFAOYSA-N
1839222,6,6,2,2,,FPQNRXITKTZFMF-NWDGAFQWSA-N
1839259,6,6,1,1,,MNIAWGCBQVLINM-XQKZEKTMSA-N
1839263,6,6,1,1,,RJWLRXULSMGYPC-SCYNACPDSA-N
3263754,6,2,2,3,,ODLHJEBFKWXYOW-UHFFFAOYSA-N
3265326,6,2,2,3,,RWAYQUVHYMUCJE-UHFFFAOYSA-N
390008,6,6,5,2,,WIHMMKGUBDZGEG-UHFFFAOYSA-N
2956594,6,2,2,3,,HTZWBDYETOMOMW-UHFFFAOYSA-N
2956677,6,2,2,3,,SFQDWLSJUWKEID-UHFFFAOYSA-N
2958789,6,2,2,3,,NYVZJLKLJBXDKC-UHFFFAOYSA-N
2959312,6,2,2,3,,NMIQLTRGPMQQII-UHFFFAOYSA-N
3269281,6,2,2,3,,AOTYAPLNLRAVPH-UHFFFAOYSA-N
1214046,6,6,6,4,IBRUTINIB,XYFPWWZEPKGCCK-GOSISDBHSA-N
3191490,6,2,2,3,,ZGHSWDLIHDDKBP-UHFFFAOYSA-N
3191829,6,2,2,3,,ALWJBFDENBTFNM-UHFFFAOYSA-N
3192636,6,2,2,3,,OHCNFGVQULWIRH-UHFFFAOYSA-N
3192803,6,2,2,3,,VKYQAXYBRHJTAL-UHFFFAOYSA-N
3193050,6,2,2,3,,IEGRHOUALWXAMI-UHFFFAOYSA-N
3198429,6,2,2,3,,UUVNBMVWHDQRNZ-UHFFFAOYSA-N
3196388,6,2,2,3,,MOWXJLUYGFNTAL-XMMPIXPASA-N
3009093,6,2,2,3,,XNKTWVPPPLRTKJ-UHFFFAOYSA-N
3011271,6,2,2,3,,RZJJYMUPIPAFHM-UHFFFAOYSA-N
3012064,6,2,2,3,,VXZQQIGMIDKMCY-MRXNPFEDSA-N
3012430,6,2,2,3,,ZYEYIBTVJPAKBV-UHFFFAOYSA-N
3012861,6,2,2,3,,IVXXOGNVDFQXBW-UHFFFAOYSA-N
3013120,6,2,2,3,,ZGAJFLBXEVLQHV-UHFFFAOYSA-N
3281034,6,2,2,3,,FMARCCRRUGZDDU-GOSISDBHSA-N
2970097,6,2,2,3,,VBCLULJZISPDRO-UHFFFAOYSA-N
3280229,6,2,1,3,,NZMIALRJUDGDME-SFHVURJKSA-N
3004835,6,2,2,3,,CNLAIWPYPBGUKK-UHFFFAOYSA-N
3006088,6,2,2,3,,QBVSEWPWWHRRDD-UHFFFAOYSA-N
3006114,6,2,2,3,,AYUGGJOQLWWJHH-UHFFFAOYSA-N
3007006,6,2,2,3,,SXTFNSCSKUHTAF-UHFFFAOYSA-N
3007099,6,2,1,3,,WKSQSVJHSIYNRQ-FQEVSTJZSA-N
3007289,6,2,2,3,,UCXUHYULIWVCHH-UHFFFAOYSA-N
3263524,6,2,2,3,,ORSZUBJYTOFBKJ-UHFFFAOYSA-N
3013338,6,2,2,3,,NNARYJXWYNWMSY-UHFFFAOYSA-N
3015073,6,1,1,3,,ZBKRQGWGLHOYPX-UHFFFAOYSA-N
3015113,6,2,2,3,,ILHXDJNKXGVDCA-UHFFFAOYSA-N
3015594,6,2,2,3,,JMUJEVQDCVELNK-UHFFFAOYSA-N
3015927,6,2,2,3,,XHOQZGNYQBPNLL-UHFFFAOYSA-N
3016486,6,2,2,3,,GLHIUOUYQQLZHP-UHFFFAOYSA-N
3016951,6,2,2,3,,KVAPMCUPBPNTHD-UHFFFAOYSA-N
3016970,6,2,2,3,,KEDFGJHVFDJAQW-UHFFFAOYSA-N
2959985,6,2,2,3,,QQVCKAJSGSGZCZ-UHFFFAOYSA-N
2961384,6,2,2,3,,IHQLBTUWFJZXJZ-UHFFFAOYSA-N
2962082,6,2,2,3,,VNCZMBMKODMGRG-QGZVFWFLSA-N
3280760,6,2,2,3,,BRINTJVXMVTOJY-UHFFFAOYSA-N
3265973,6,1,1,3,,BUZAYDYQPINNKR-UHFFFAOYSA-N
3007751,6,2,2,3,,VEXMWYKCSKRUDC-UHFFFAOYSA-N
3008346,6,2,2,3,,PCPCDRDQIBENHU-DEOSSOPVSA-N
3008903,6,2,2,3,,HPNZHZQMNZAMPI-UHFFFAOYSA-N
3199774,6,2,2,3,,WUHDWUZGBYYHTQ-UHFFFAOYSA-N
3200763,6,2,2,3,,CCPJVMRJOCCOET-UHFFFAOYSA-N
3200774,6,2,2,3,,PJJXLIVFRBOUIZ-NRFANRHFSA-N
3202086,6,2,2,3,,HJSOKBFUMBEYNW-PWECECGKSA-N
3188420,6,2,2,3,,UJRJRHMCPMPBNM-UHFFFAOYSA-N
3260477,6,2,1,3,,KZDDINPPQJQWSK-UHFFFAOYSA-N
3261449,6,2,2,3,,HRQZQCFVMLFYSB-UHFFFAOYSA-N
3261808,6,2,2,3,,RHCWEINUWQCGDI-UHFFFAOYSA-N
3017519,6,2,2,3,,CVCJPOLDSCPNQI-UHFFFAOYSA-N
3017794,6,2,2,3,,VMNGDZCHPAYWBU-UHFFFAOYSA-N
3019060,6,2,2,3,,DSOJNLMCRNUJKA-UHFFFAOYSA-N
3020954,6,2,2,3,,XGIZNDWBXPNXFQ-UHFFFAOYSA-N
2534320,6,2,2,3,,NNKIFQRRDDJHKS-DEOSSOPVSA-N
2546152,6,6,2,1,,ZEGMEJVULDALSH-NSHDSACASA-N
3281694,6,2,2,3,,CQYRYSJJBAIWRQ-UHFFFAOYSA-N
3013331,6,2,2,3,,KPHDWKKIMJUEFT-UHFFFAOYSA-N
3022828,6,2,2,3,,RFKLNHCZEVTKQI-UHFFFAOYSA-N
3023888,6,2,2,3,,STWNBZFJDDCWDB-UHFFFAOYSA-N
3024385,6,2,2,3,,MYBWUZUNIOXSID-UHFFFAOYSA-N
3024728,6,2,2,3,,QAEAQPVUUPLITF-UHFFFAOYSA-N
3025149,6,2,2,3,,BJBDOPNIPHEBTL-UHFFFAOYSA-N
3204087,6,2,2,3,,QSKZBFJMOFMZSF-UHFFFAOYSA-N
3185572,6,2,2,3,,APCKLHZSVVXCSJ-UHFFFAOYSA-N
3186196,6,2,2,3,,OMQQLDITRYIEHZ-UHFFFAOYSA-N
3186255,6,2,2,3,,BFPJNIQERRPKOK-UHFFFAOYSA-N
3186666,6,2,2,3,,IZJZSFQNGRBZAU-UHFFFAOYSA-N
3186820,6,2,2,3,,YCJDFVJNRWEUDF-MRXNPFEDSA-N
3186916,6,2,2,3,,LSZVDBKEFVBAEY-UHFFFAOYSA-N
3186973,6,2,2,3,,LOAVXRSZRSGZNK-UHFFFAOYSA-N
3187204,6,2,2,3,,JJEXYMGNEIIEPL-UHFFFAOYSA-N
3187727,6,2,2,3,,JJEXYMGNEIIEPL-QHCPKHFHSA-N
3199672,6,2,2,3,,KSMYOVIQSVHQKI-UHFFFAOYSA-N
3257208,6,2,2,3,,PYONFGNQOKWYAY-UHFFFAOYSA-N
3257465,6,2,2,3,,WAGGNWZFAHXBMP-UHFFFAOYSA-N
3026365,6,2,2,3,,FYLLXYYSVQPAKZ-UHFFFAOYSA-N
3027296,6,2,2,3,,ICFZXEQTLNSVSO-FATZIPQQSA-N
3027701,6,2,2,3,,HOROSAWYDAWQIJ-UHFFFAOYSA-N
3254678,6,2,2,3,,VSYCUCYLHGGKPK-UHFFFAOYSA-N
44920,6,6,4,2,TADALAFIL,WOXKDUGGOYFFRN-IIBYNOLFSA-N
3030113,6,2,2,3,,OWORGYHATQJZBK-UHFFFAOYSA-N
3030409,6,2,2,3,,HTXWHKWAFKZIOM-UHFFFAOYSA-N
3030636,6,2,2,3,,AJGVVTLBHUTRNF-UHFFFAOYSA-N
3030984,6,2,2,3,,IDTQOMSFKJPUNB-UHFFFAOYSA-N
17224,6,5,3,3,NELFINAVIR,QAGYKUNXZHXKMR-HKWSIXNMSA-N
3259340,6,2,2,3,,PYCHWQUCZXHTRJ-UHFFFAOYSA-N
3021406,6,2,2,3,,HRJGAGOKRFPCOH-UHFFFAOYSA-N
3021886,6,2,2,3,,PNPKQVICELDSLM-UHFFFAOYSA-N
3022059,6,2,2,3,,HFLHZJWDDGOHGW-UHFFFAOYSA-N
3032155,6,2,2,3,,QDHRMZSLIZGZJU-UHFFFAOYSA-N
3032340,6,2,2,3,,YEVSBZQJDDCQFS-UHFFFAOYSA-N
3033996,6,2,2,3,,IWIZEUGGMFCIBN-UHFFFAOYSA-N
3034628,6,1,1,3,,UUWRLGUXZAUHPY-UHFFFAOYSA-N
3035495,6,2,2,3,,VFTFBBYRZOXORC-UHFFFAOYSA-N
2499308,6,2,2,3,,LXPLSZAVQYCVGQ-CLYVBNDRSA-N
2501989,6,2,2,3,,XFDBWZWHJOLNAF-DMZKTXOQSA-N
2502084,6,2,2,3,,LCCYGLSQPCXNFG-MYYSRTQBSA-N
2505761,6,2,2,3,,IVBCTFVBWGUGKC-DXPJPUQTSA-N
2506934,6,2,2,3,,JUMJODAYGHYIAH-CPJLOUKISA-N
2506944,6,2,2,3,,PHBYNJGKPFJBPE-NSYGIPOTSA-N
2513730,6,2,2,3,,KPNMZYDKYZNYIC-ASSNKEHSSA-N
2517290,6,2,2,3,,FWWHNGKEZAFESY-GMAHTHKFSA-N
3025305,6,2,2,3,,BINRGTLWUGYJBP-UHFFFAOYSA-N
3025946,6,2,2,3,,UFFPDLROZFWPBV-UHFFFAOYSA-N
3256430,6,2,2,3,,OPFDCXZLQFZOBI-UHFFFAOYSA-N
3000151,6,1,1,3,,WWCABWLHQIWGCT-HKUYNNGSSA-N
3000758,6,2,2,3,,IYVIYWIRAJCIRW-OYLFLEFRSA-N
3001007,6,2,2,3,,ZTRWHUJIONDEEE-UHFFFAOYSA-N
3003612,6,2,2,3,,CYBJAJOVKOECGI-MYYSRTQBSA-N
3003655,6,2,2,3,,SLBMZHYVOUGKNR-UHFFFAOYSA-N
3004349,6,2,2,3,,PBTFDTKJUCHOCI-BZQUYTCOSA-N
2962120,6,2,2,3,,GCFJFHHQAJXDCA-DEOSSOPVSA-N
2963193,6,2,2,3,,VAYNXGJHBAWNOK-UHFFFAOYSA-N
2963936,6,2,2,3,,KBSGBIFMBKBFMH-MYYSRTQBSA-N
2963941,6,2,2,3,,QGUGXNKWEKXBMQ-UHFFFAOYSA-N
2966493,6,2,2,3,,LEDWCZDSFAXZKY-UHFFFAOYSA-N
2966721,6,2,2,3,,DQIPENMWLDMNAT-OAHLLOKOSA-N
2968044,6,2,2,3,,RSNFZZXIZHWRLL-UHFFFAOYSA-N
2968857,6,2,2,3,,DGNYGAHGPZJGOK-UHFFFAOYSA-N
2974449,6,2,2,3,,GEQVWQSNVNSBLE-UHFFFAOYSA-N
3249230,6,2,2,3,,NVCSVGUFUPGXIG-UHFFFAOYSA-N
2464807,6,2,2,3,RALMITARONT,XHHXGKRFUPEPFM-OAHLLOKOSA-N
2470126,6,5,1,2,DS-1971,OJKONCJPCULNOW-DYVFJYSZSA-N
2525814,6,2,2,3,,HHXTYKXNOKWJQP-FATZIPQQSA-N
2526667,6,2,2,3,,MKAPFCBLWCECBI-GYCJOSAFSA-N
3036508,6,2,2,3,,OBVAOTOESQVABX-UHFFFAOYSA-N
3251752,6,2,2,3,,JLSQSDCBSROECG-UHFFFAOYSA-N
3252200,6,2,2,3,,UULWSVSDBXUUNT-UHFFFAOYSA-N
3253891,6,2,2,3,,NFMQAKHWNHWLMS-UHFFFAOYSA-N
3253997,6,2,2,3,,IDTQOMSFKJPUNB-DEOSSOPVSA-N
3037964,6,2,2,3,,BXOINBJDZSONOX-UHFFFAOYSA-N
3040396,6,2,2,3,,VTFRNZQXDOHSFI-UHFFFAOYSA-N
3042578,6,2,2,3,,GCAJGMQHUUDISJ-CQSZACIVSA-N
3042915,6,2,2,3,,GBYLJBVPBPYLRC-UHFFFAOYSA-N
3043728,6,2,2,3,,YFPXALXVUKNUIN-UHFFFAOYSA-N
3247695,6,2,2,3,,FRGZDZJCSYUKHF-UHFFFAOYSA-N
3269380,6,2,2,3,,KOJCWZJFTKOHIH-UHFFFAOYSA-N
3052695,6,2,2,3,,PWVKLWNAGDSQLN-UHFFFAOYSA-N
3053102,6,2,2,3,,BQKWVPQKBYQALO-UHFFFAOYSA-N
3245837,6,2,2,3,,HQQFCWPHPRSGTH-UHFFFAOYSA-N
3055865,6,2,2,3,,SDYVDXMMCZXDQX-UHFFFAOYSA-N
3056469,6,2,2,3,,ACNAPZHYUZOZJN-UHFFFAOYSA-N
3056484,6,2,2,3,,SVHBTMUPWLWKHQ-UHFFFAOYSA-N
3057283,6,2,2,3,,BAUZLLBZQGLKDX-UHFFFAOYSA-N
3250369,6,2,2,3,,UZACFXZVMOVAMD-UHFFFAOYSA-N
361128,6,6,3,2,,FVFURMJFTAJXRH-UHFFFAOYSA-N
3045868,6,2,2,3,,GYTMHNSZACGKTK-UHFFFAOYSA-N
3046329,6,2,2,3,,MVPGLWBEKNSVHN-UHFFFAOYSA-N
3046427,6,2,2,3,,ZNMXTDAANBXETP-UHFFFAOYSA-N
3047660,6,2,2,3,,RYTVQFQGZIKYTM-UHFFFAOYSA-N
3048534,6,2,2,3,,IGGXDPOYOQKHHJ-UHFFFAOYSA-N
2349735,6,6,1,2,,WJBQILBCHRFMQR-ONEGZZNKSA-N
2368934,6,4,3,3,,WQWHBQYUWSARDT-INIZCTEOSA-N
1587365,6,6,1,2,,DKKLXCRMAXNIJF-UHFFFAOYSA-N
3179620,6,2,2,3,,OCGOMHKIACWSMG-UHFFFAOYSA-N
3181324,6,2,2,3,,QUXRRGHMYGOPOY-UHFFFAOYSA-N
3182399,6,2,2,3,,UHCWOUZOICIRGT-UHFFFAOYSA-N
192908,6,6,4,3,DULOXETINE,ZEUITGRIYCTCEM-KRWDZBQOSA-N
3182721,6,2,2,3,,QFNOXQXTBCOOIT-UHFFFAOYSA-N
3183576,6,2,2,3,,PCGFSZDYWRXXKO-UHFFFAOYSA-N
3184497,6,2,2,3,,ZYLBIZICFDLWPM-UHFFFAOYSA-N
3185199,6,1,1,3,,CZKSFOCXTODMHR-JTQLQIEISA-N
3203148,6,2,2,3,,PNOCWPPPUIQTEQ-UHFFFAOYSA-N
3203968,6,2,2,3,,JMVHOQVMAZGVSV-UHFFFAOYSA-N
2490614,6,2,2,3,,PPMFNADUOOVZPG-QUGAMOGWSA-N
2496782,6,2,2,3,,CRBIBFLRQNHOTI-PEBXRYMYSA-N
3049129,6,2,2,3,,YVVAIAKPXYKXCT-UHFFFAOYSA-N
3051025,6,2,2,3,,JVKNZLYEUFZUIQ-UHFFFAOYSA-N
3051448,6,2,2,3,,QULVTNJBHGMPJK-UHFFFAOYSA-N
3066894,6,2,2,3,,NLBRAVXIOQVDEK-UHFFFAOYSA-N
3241462,6,2,2,3,,SLPPPJJSHXCRPI-UHFFFAOYSA-N
3241610,6,2,2,3,,LCRLHAYDJUFDBS-UHFFFAOYSA-N
3241965,6,2,2,3,,UDKXIJIDLGKASD-UHFFFAOYSA-N
3070494,6,2,2,3,,FTODECXLANNKPC-UHFFFAOYSA-N
3057391,6,2,2,3,,NXVWMYHMJCGROD-UHFFFAOYSA-N
3059039,6,2,2,3,,IPICVMLCQXXLCH-UHFFFAOYSA-N
3059334,6,2,2,3,,JUJIBZUQPZFDCW-UHFFFAOYSA-N
3059349,6,2,2,3,,AHYKWBDALRQZLR-UHFFFAOYSA-N
3059571,6,2,2,3,,LNISVEWNDLWECN-UHFFFAOYSA-N
3060216,6,2,2,3,,OALIVDXCYALUSU-UHFFFAOYSA-N
3062215,6,2,2,3,,ZSRQBRZKAGNETG-UHFFFAOYSA-N
3242752,6,2,2,3,,FMXPLHPTIXIQOD-UHFFFAOYSA-N
13048,6,6,4,2,SUNITINIB,WINHZLLDWRZWRT-ATVHPVEESA-N
3307417,6,6,1,1,,NHYLIIHZJXPHKC-PNNXLEGYSA-N
2304075,6,3,1,1,,VWIHRSUBVBBOMO-GJZGRUSLSA-N
2998854,6,2,2,3,,IEKSFLLJQVYYRD-UHFFFAOYSA-N
3270797,6,2,2,3,,IHJXGTTTXOYFEL-UHFFFAOYSA-N
3271326,6,2,2,3,,WUQGHORGFLTBFV-UHFFFAOYSA-N
3272512,6,2,2,3,,FVRXBVVATCNFQH-UHFFFAOYSA-N
3268129,6,2,2,3,,UQMBBZZQYLPVEN-GDJIYFAZSA-N
3268425,6,2,2,3,,YHVNTTRZSKTBOF-UHFFFAOYSA-N
3268433,6,2,2,3,,OCWFBNMIXTWOIS-UHFFFAOYSA-N
3268469,6,2,2,3,,SLTAVZNCQZTPAE-UHFFFAOYSA-N
2982872,6,2,2,3,,XEAHOSRXLJEYBK-UHFFFAOYSA-N
3243303,6,2,2,3,,XHNGNRHWZGKQQA-UHFFFAOYSA-N
3243757,6,2,2,3,,ULPNOVCLDUJYMN-UHFFFAOYSA-N
3244893,6,2,2,3,,AJGOWAAIQPCIPM-UHFFFAOYSA-N
3063762,6,2,2,3,,DMVVLKYGVRDAES-UHFFFAOYSA-N
3064802,6,2,2,3,,JJEXYMGNEIIEPL-HSZRJFAPSA-N
3065899,6,2,2,3,,YFWBSWOQIFUXES-UHFFFAOYSA-N
3066364,6,2,2,3,,VXJBPIDEFGKNNZ-UHFFFAOYSA-N
3073477,6,2,2,3,,ODLAGNXUZAQEJQ-UHFFFAOYSA-N
3074119,6,2,2,3,,LILLLPCBSKFLTE-UHFFFAOYSA-N
